player_id,player_name,team_name
6317,Marco Jhonfai Fabián De La Mora,Mexico
6318,Andrija Živković,Serbia
6319,Luka Jović,Serbia
6320,Filipe Luís Kasmirski,Brazil
6321,Milos Veljkovic,Serbia
6322,Niklas Süle,Germany
6323,Young-Sun Yun,South Korea
6324,Leon Goretzka,Germany
6325,Yo-Han Go,South Korea
6326,Rodney Wallace,Costa Rica
6327,Rándall Azofeifa Corrales,Costa Rica
6328,Kendall Jamaal Waston Manley,Costa Rica
6329,Ian Rey Smith Quiros,Costa Rica
6330,Adnan Januzaj,Belgium
6331,Leander Dendoncker,Belgium
6332,Thomas Vermaelen,Belgium
6333,Miguel Ángel Borja Hernández,Colombia
6334,Luis Fernando Muriel Fruto,Colombia
6335,Lamine Gassama,Senegal
6336,Rafał Kurzawa,Poland
6337,Yoshinori Muto,Japan
6338,Tomoaki Makino,Japan
6339,Gotoku Sakai,Japan
6340,Sławomir Peszko,Poland
6342,Aymen Mathlouthi,Tunisia
6343,Harold Oshkaly Cummings Segura,Panama
6344,Luis Carlos Ovalle Victoria,Panama
6345,Rami Bedoui,Tunisia
6346,Adolfo Abdiel Machado,Panama
6347,Ghilane Chalali,Tunisia
6348,Ahmed Khalil,Tunisia
6349,Federico Julián Fazio,Argentina
6350,Manuel Henrique Tavares Fernandes,Portugal
6351,Cristhian Ricardo Stuani Curbelo,Uruguay
6352,Ricardo Domingos Barbosa Pereira,Portugal
6353,Vladimir Granat,Russia
6354,Aleksandr Erokhin,Russia
6355,Jonas Knudsen,Denmark
6356,Michael Krohn-Dehli,Denmark
6357,Jonathan dos Santos Ramírez,Mexico
6358,Emil Krafth,Sweden
6359,Johan Danon Djourou-Gbadjere,Switzerland
6360,Cristian Eduardo Zapata Valencia,Colombia
6374,Nélson Cabral Semedo,Portugal
6377,Ángel Martín Correa,Argentina
6378,Jan Oblak,Slovenia
6383,Thomas Teye Partey,Ghana
6393,Iñaki Williams Arthuer,Ghana
6399,Gareth Frank Bale,Wales
6406,Gabriel dos Santos Magalhães,Brazil
6426,Jonathan Matías Urretaviscaya da Luz,Uruguay
6574,Douglas Luiz Soares de Paulo,Brazil
6583,Carlos Soler Barragán,Spain
6596,José Luis Gayà Peña,Spain
6648,Aïssa Mandi,Algeria
6655,Fabián Ruiz Peña,Spain
6685,Mikel Oyarzabal Ugarte,Spain
6687,Saša Lukić,Serbia
6704,Theo Bernard François Hernández,France
6720,Pablo Sarabia García,Spain
6748,Ferrán Torres García,Spain
6765,Rodrigo Hernández Cascante,Spain
6766,Gerard Moreno Balaguero,Spain
6773,Federico Santiago Valverde Dipetta,Uruguay
6782,Enis Bardhi,North Macedonia
6785,Yassine Bounou,Morocco
6797,Daniel Wass,Denmark
6798,Stanislav Lobotka,Slovakia
6806,Shaquell Moore,United States
6821,Jesús Navas González,Spain
6826,Clément Lenglet,France
6840,Marcos Llorente Moreno,Spain
6846,Andreas Hoelgebaum Pereira,Brazil
6849,Lucas Digne,France
6855,Guillermo Alfonso Maripán Loaysa,Chile
6862,Cédric Bakambu,Congo DR
6892,Pau Francisco Torres,Spain
6901,Nemanja Maksimović,Serbia
6909,Damián Emiliano Martínez,Argentina
6919,Guilherme Antonio Arana Lopes,Brazil
6945,Alex Sandro Lobo Silva,Brazil
6954,Giorgio Chiellini,Italy
6963,Lorenzo Pellegrini,Italy
6964,Alessandro Florenzi,Italy
6971,Cengiz Ünder,Turkey
6979,Stephan El Shaarawy,Italy
6983,Remo Freuler,Switzerland
6985,Robin Gosens,Germany
6988,Musa Barrow,Gambia
6989,Timothy Castagne,Belgium
6990,Milan Škriniar,Slovakia
6993,Bryan Cristante,Italy
6994,Marten de Roon,Netherlands
7002,Rafael Tolói,Italy
7004,Gianluca Mancini,Italy
7005,João Pedro Cavaco Cancelo,Portugal
7006,Alejandro Darío Gómez,Argentina
7015,Dennis Praet,Belgium
7023,Franck Yannick Kessié,Côte d'Ivoire
7024,Jorge Luiz Frello Filho,Italy
7025,Marek Hamšík,Slovakia
7031,Elseid Hysaj,Albania
7036,Gianluigi Donnarumma,Italy
7037,Lorenzo Insigne,Italy
7038,Manuel Locatelli,Italy
7039,Hakan Çalhanoğlu,Turkey
7044,Patrik Schick,Czech Republic
7087,Saba Lobzhanidze,Georgia
7097,Christian Nørgaard,Denmark
7104,Mathías Olivera Miramontes,Uruguay
7108,Berat Djimsiti,Albania
7117,Filip Đuričić,Serbia
7119,Francesco Acerbi,Italy
7131,Domenico Berardi,Italy
7139,Josip Iličić,Slovenia
7143,Gianluca Lapadula Vargas,Peru
7145,Darko Lazović,Serbia
7146,Goran Pandev,North Macedonia
7153,Jordan Veretout,France
7156,Federico Chiesa,Italy
7161,Germán Alejandro Pezzella,Argentina
7162,Ádám Nagy,Hungary
7173,Leonardo Bonucci,Italy
7175,Erick Antonio Pulgar Farfán,Chile
7197,Steven Moreira,Cape Verde Islands
7214,El-Hadji Ba,Mauritania
7294,Yoane Wissa,Congo DR
7295,Sikou Niakate,Mali
7345,Mattéo Guendouzi Olié,France
7355,Olivier Michel Kemen,Cameroon
7360,Julian Jeanvier,Guinea
7378,Yunis Abdelhamid,Morocco
7379,Edouard Mendy,Senegal
7386,Harold Moukoudi,Cameroon
7426,Jean-Charles Castelletto,Cameroon
7439,Axel Disasi,France
7459,Jawad El Yamiq,Morocco
7469,Salvatore Sirigu,Italy
7471,Andrea Belotti,Italy
7472,Nicolas Alexis Julio N'Koulou Ndoubena,Cameroon
7475,Tomás Eduardo Rincón Hernández,Venezuela
7480,Alessandro Bastoni,Italy
7531,Qazim Laçi,Albania
7551,Enzo Ebosse,Cameroon
7568,Opa Sangante,Guinea-Bissau
7655,Lasha Dvali,Georgia
7663,Adam Buksa,Poland
7693,Bruno Petković,Croatia
7713,Obite Evan Ndicka,Côte d'Ivoire
7745,Steven Berghuis,Netherlands
7753,Jamiro Gregory Monteiro Alvarenga,Cape Verde Islands
7777,Federico Bernardeschi,Italy
7787,Stefan de Vrij,Netherlands
7788,Ciro Immobile,Italy
7789,Thomas Strakosha,Albania
7791,Seko Fofana,Côte d'Ivoire
7796,Silvan Widmer,Switzerland
7797,Rodrigo Javier De Paul,Argentina
7801,Antonín Barák,Czech Republic
7829,Wout Weghorst,Netherlands
7839,Guram Kashia,Georgia
7843,Mason Mount,England
7890,Owen Wijndal,Netherlands
7891,Teun Koopmeiners,Netherlands
7900,Tiago Manuel Dias Correia,Cape Verde Islands
7964,Karol Linetty,Poland
7966,Filip Helander,Sweden
7975,Lukáš Haraslín,Slovakia
7979,Przemysław Frankowski,Poland
7982,Taras Wiktorowicz Romanczuk,Poland
7993,Filip Mladenović,Serbia
8012,José Kanté Martínez,Guinea
8050,Tarik Tissoudali,Morocco
8056,Fredrik Jensen,Finland
8064,André Onana,Cameroon
8067,Joël Veltman,Netherlands
8068,Maximilian Wöber,Austria
8069,Matthijs de Ligt,Netherlands
8095,Jakub Jankto,Czech Republic
8108,Lawrence Ati-Zigi,Ghana
8116,Václav Černý,Czech Republic
8118,Frenkie de Jong,Netherlands
8125,Denzel Dumfries,Netherlands
8181,Nicolò Barella,Italy
8211,Benjamin Henrichs,Germany
8212,Wendell Nascimento Borges,Brazil
8215,Kevin Volland,Germany
8217,Kingsley Coman,France
8219,Admir Mehmedi,Switzerland
8220,David Olatukunbo Alaba,Austria
8221,Jonathan Tah,Germany
8227,Mario Götze,Germany
8240,Koen Casteels,Belgium
8246,Christian Pulisic,United States
8247,Joachim Andersen,Denmark
8259,Steven Bergwijn,Netherlands
8284,Amadou Diawara,Guinea
8286,Leonardo Spinazzola,Italy
8289,Bartosz Salamon,Poland
8291,Arlind Afrim Ajeti,Albania
8307,Martin Hinteregger,Austria
8309,Michael Gregoritsch,Austria
8326,Andries Noppert,Netherlands
8346,Craig Goodwin,Australia
8349,Deroy Duarte,Cape Verde Islands
8361,Ritsu Doan,Japan
8400,Serge Gnabry,Germany
8407,Ádám Szalai,Hungary
8422,Ľubomír Tupta,Slovakia
8454,Mohamed Bayo,Guinea
8505,Naby Deco Keïta,Guinea
8506,Konrad Laimer,Austria
8507,Lukas Klostermann,Germany
8509,Willi Orban,Hungary
8511,Thilo Kehrer,Germany
8513,Stefan Ilsanker,Austria
8518,Marcel Sabitzer,Austria
8519,Dayotchanculle Upamecano,France
8520,Nabil Bentaleb,Algeria
8524,Péter Gulácsi,Hungary
8525,Marcel Halstenberg,Germany
8526,Weston McKennie,United States
8538,Waldemar Anton,Germany
8541,Kenan Karaman,Turkey
8546,Niclas Füllkrug,Germany
8552,Robin Quaison,Sweden
8553,Abdou Diallo,Senegal
8561,Fabian Frei,Switzerland
8579,Vladimír Darida,Czech Republic
8591,Samuel Yves Oum Gwet,Cameroon
8621,Morten Hjulmand,Denmark
8654,Ante Budimir,Croatia
8660,George Alexandru Puşcaş,Romania
8667,Lukáš Hrádecký,Finland
8669,Mijat Gaćinović,Serbia
8673,Sébastien Haller,Côte d'Ivoire
8714,Damian Szymański,Poland
8737,Tymoteusz Puchacz,Poland
8759,Diadie Samassekou,Mali
8769,Xaver Schlager,Austria
8773,Marin Pongracic,Croatia
8774,Amadou Haïdara,Mali
8776,Takumi Minamino,Japan
8777,Andreas Ulmer,Austria
8778,Gernot Trauner,Austria
8779,Stefan Lainer,Austria
8784,Romano Schmid,Austria
8785,Patson Daka,Zambia
8792,Mattia Zaccagni,Italy
8804,Jonas Hofmann,Germany
8808,Matthias Ginter,Germany
8814,Nico Elvedi,Switzerland
8815,Jannik Vestergaard,Denmark
8817,Jhon Andrés Córdoba Copete,Colombia
8819,Alexander Isak,Sweden
8830,Andriy Yarmolenko,Ukraine
8836,Karol Świderski,Poland
8854,Wout Faes,Belgium
8859,Ajdin Hrustic,Australia
8931,Philipp Lienhart,Austria
8946,Josip Brekalo,Croatia
8949,Takuma Asano,Japan
8950,Orel Mangala,Belgium
8961,Jacob Bruun Larsen,Denmark
8963,Caglar Söyüncü,Turkey
8966,Kai Havertz,Germany
8967,Ondrej Duda,Slovakia
8992,Ibrahim Sissoko,Mali
9000,Eberechi Eze,England
9036,David Wallace Wotherspoon,Canada
9048,Stephen O''Donnell,Scotland
9085,Salih Özcan,Turkey
9086,Louis Schaub,Austria
9102,Serhou Guirassy,Guinea
9164,Christopher Trimmel,Austria
9195,Robert Andrich,Germany
9236,Mohamed Dräger,Tunisia
9286,Antoine Semenyo,Ghana
9361,Houboulang Mendes,Guinea-Bissau
9397,Pavel Kadeřábek,Czech Republic
9411,Daichi Kamada,Japan
9430,Jason Cummings,Australia
9466,Che Adams,Scotland
9476,Teemu Pukki,Finland
9478,Kenneth McLean,Scotland
9481,Grant Campbell Hanley,Scotland
9540,Harry Wilson,Wales
9550,Reece James,England
9621,Liam Cooper,Scotland
9622,Mateusz Andrzej Klich,Poland
9638,Jack Grealish,England
9640,Jarrod Bowen,England
9645,David Marshall,Scotland
9722,Peter Pekarík,Slovakia
9725,Joel Pohjanpalo,Finland
9731,Patrick Pentz,Austria
9859,Elisha Owusu,Ghana
9893,Klaus Gjasula,Albania
9904,Frederico Rodrigues Santos,Brazil
9914,Daniel Ward,Wales
9922,David Junior Hoilett,Canada
9923,Bobby Armani De Cordova-Reid,Jamaica
9927,Rúben Diogo Da Silva Neves,Portugal
9929,Diogo José Teixeira da Silva,Portugal
9933,Willy Boly,Côte d'Ivoire
9974,John McGinn,Scotland
9980,Jamie MacLaren,Australia
10002,Scott McKenna,Scotland
10039,Ghislain Konan,Côte d'Ivoire
10040,Youcef Atal,Algeria
10280,Aboubakar Kamara,Mauritania
10285,Stuart Armstrong,Scotland
10287,İlkay Gündoğan,Germany
10290,Fabián Cornelio Balbuena González,Paraguay
10323,Alfa Semedo Esteves,Guinea-Bissau
10327,Rafael Alexandre Fernandes Ferreira da Silva,Portugal
10336,Alejandro Grimaldo García,Spain
10337,Yordan Hernando Osorio Paredes,Venezuela
10349,Mehmet Zeki Çelik,Turkey
10448,Adam Ounas,Algeria
10477,Stefan Mitrović,Serbia
10481,Aurélien Djani Tchouaméni,France
10530,Jules Olivier Ntcham,Cameroon
10534,Callum McGregor,Scotland
10536,James Forrest,Scotland
10540,Kieran Tierney,Scotland
10573,Jonathan Buatu Mananga,Angola
10577,Jacinto Muondo Dala,Angola
10592,Stefan Ristovski,North Macedonia
10595,Raphael Dias Belloli,Brazil
10598,Jovane Eduardo Borges Cabral,Cape Verde Islands
10705,Mamadou Fofana,Mali
10794,Gergő Lovrencsics,Hungary
10826,Mert Müldür,Turkey
10832,Pyry Henri Hidipo Soiri,Finland
10836,Sergio Fernando Peña Flores,Peru
10844,Alfredo Kulembe Ribeiro,Angola
10848,Reinildo Isnard Mandava,Mozambique
10854,Euciodálcio Gomes,Guinea-Bissau
10865,Witiness Chimoio João Quembo,Mozambique
10868,Ricardo Jorge Luz Horta,Portugal
10915,Denis Alibec,Romania
10916,Nicolae Claudiu Stanciu,Romania
10919,Juraj Kucka,Slovakia
10922,Vladimír Weiss,Slovakia
10927,Michal Ďuriš,Slovakia
10928,Chris Gunter,Wales
10931,Joe Allen,Wales
10955,Harry Kane,England
10956,Eric Dier,England
10960,Jamie Vardy,England
10992,Gianluca Scamacca,Italy
11000,Taras Stepanenko,Ukraine
11086,Burak Yılmaz,Turkey
11088,Ozan Tufan,Turkey
11098,Marcus Berg,Sweden
11116,Jack Hendry,Scotland
11127,Borna Barišić,Croatia
11135,Ibrahima Konaté,France
11162,Jhonder Leonel Cádiz Fernández,Venezuela
11173,Sérgio Miguel Relvas Gonçalves Pereira de Oliveira,Portugal
11174,Vincent Paté Aboubakar,Cameroon
11183,Alex Nicolao Telles,Brazil
11184,Otávio Edmilson da Silva Monteiro,Portugal
11187,Stephen Antunes Eustáquio,Canada
11250,Joe Rodon,Wales
11252,Daniel James,Wales
11268,Attila Fiola,Hungary
11277,Victor James Osimhen,Nigeria
11278,Karim Onisiwo,Austria
11280,Valentino Lazaro,Austria
11281,Alessandro Schöpf,Austria
11333,Adama Traoré Diarra,Spain
11335,Otar Kiteishvili,Georgia
11383,László Bénes,Slovakia
11388,Néstor Alejandro Araújo Razo,Mexico
11396,Florian Grillitsch,Austria
11416,Jon Gorenc Stankovič,Slovenia
11456,Lautaro Javier Martínez,Argentina
11457,Vincent Sierro,Switzerland
11492,Temitayo Olufisayo Olaoluwa Aina,Nigeria
11493,Gleison Bremer Silva Nascimento,Brazil
11501,Darwin Daniel Machís Marcano,Venezuela
11508,Łukasz Skorupski,Poland
11514,Giovanni Di Lorenzo,Italy
11515,Ismael Bennacer,Algeria
11541,Tomáš Vaclík,Czech Republic
11601,Matteo Pessina,Italy
11603,Mario Pašalić,Croatia
11737,Krystian Bielik,Poland
11748,Unai Simón Mendibil,Spain
11820,Kevin Danso,Austria
11821,Stefan Posch,Austria
11846,Steven de Sousa Vitoria,Canada
11923,Yacoub Aly Abeid,Mauritania
11990,Youssouf Fofana,France
12034,David Raum,Germany
12041,João Félix Sequeira,Portugal
12064,Mama Samba Baldé,Guinea-Bissau
12111,Rayan Aït Nouri,Algeria
12148,Marcus Forss,Finland
12149,Nayef Aguerd,Morocco
12169,João Maria Lobo Alves Palhinha Gonçalves,Portugal
12175,Carlos Mendes Gomes,Guinea-Bissau
12255,Federico Dimarco,Italy
12259,Denis Odoi,Ghana
12293,Kaan Ayhan,Turkey
12306,Dodi Lukebakio,Belgium
12325,Abdul Rahman Baba,Ghana
12326,Renato Steffen,Switzerland
12352,Matthew Charles Turner,United States
12365,Alphonso Davies,Canada
12407,Maximilian Mittelstädt,Germany
12423,Jadon Sancho,England
12493,Krzysztof Piątek,Poland
12496,Christian Kouamé,Côte d'Ivoire
12498,Omar Colley,Gambia
12510,Ryan Christie,Scotland
12524,Walker Zimmerman,United States
12555,Okay Yokuşlu,Turkey
12557,Falaye Sacko,Mali
12583,Carlos Armando Gruezo Arboleda,Ecuador
12603,Miguel Ángel Almirón Rejala,Paraguay
12623,Pierre Kunde Malong,Cameroon
12625,Borna Sosa,Croatia
12723,Nemanja Nikolić,Hungary
12751,Tyler Adams,United States
12758,Alejandro Romero Gamarra,Paraguay
12770,Jonathan Osorio,Canada
12803,Romario Andrés Ibarra Mina,Ecuador
12807,Rasmus Schüller,Finland
12921,Barnabás Varga,Hungary
13025,Jefferson David Savarino Quintero,Venezuela
13035,Kellyn Kai Perry-Acosta,United States
13116,Jason Denayer,Belgium
13197,Tomáš Kalas,Czech Republic
13215,Glen Kamara,Finland
13314,Famara Diedhiou,Senegal
13315,Philipp Mwene,Austria
13329,Silas Katompa Mvumpa,Congo DR
13360,Quincy Anton Promes,Netherlands
13367,Joseph Martín Mora Cortéz,Costa Rica
13433,Julio César Cascante Solórzano,Costa Rica
13435,Andy Jorman Polo Andrade,Peru
13454,Nouhou Tolo,Cameroon
13493,Cristian Sleiker Cásseres Yepes,Venezuela
13577,Wes Harding,Jamaica
13581,Emilio Nsue López,Equatorial Guinea
13620,Éder Gabriel Militão,Brazil
13621,Danilo Luís Hélio Pereira,Portugal
15311,Ahmed Hassan Mahgoub,Egypt
15326,Devis Rogers Epassy Mboka,Cameroon
15416,Jukka Raitala,Finland
15452,Carlos Uriel Antuna Romero,Mexico
15477,Ronald Alberto Matarrita Ulate,Costa Rica
15481,Alexander Martín Marquinho Callens Asín,Peru
15503,Jerdy Schouten,Netherlands
15545,Vyacheslav Karavaev,Russia
15546,Matúš Bero,Slovakia
15582,Donyell Malen,Netherlands
15731,Predrag Rajković,Serbia
15859,Bartosz Slisz,Poland
15872,Érick Gabriel Gutiérrez Galaviz,Mexico
15890,Noussair Mazraoui,Morocco
15896,Timi Elšnik,Slovenia
15957,Miloš Degenek,Australia
15958,Milan Borjan,Canada
15970,Pape Abou Cissé,Senegal
15971,Cameron Carter-Vickers,United States
16001,Garry Mendes Rodrigues,Cape Verde Islands
16005,Solomon Kverkvelia,Georgia
16015,Nicolas Moumi Ngamaleu,Cameroon
16016,Michel Aebischer,Switzerland
16018,Loris Benito,Switzerland
16022,Christian Fassnacht,Switzerland
16025,Mohamed Aly Camara,Guinea
16026,Djibril Sow,Switzerland
16027,Kevin Mbabu,Switzerland
16028,José Diogo Dalot Teixeira,Portugal
16037,Michael Krmenčík,Czech Republic
16041,Patrik Hrošovský,Slovakia
16047,Jaka Bijol,Slovenia
16120,Richie Laryea,Canada
16184,Luis Fernando Sinisterra Lucumí,Colombia
16190,Rasmus Nissen Kristensen,Denmark
16249,Yangel Clemente Herrera Ravelo,Venezuela
16252,Mark Anthony Kaye,Canada
16275,Ikoma Loïs Openda,Belgium
16281,Hans Vanaken,Belgium
16290,Ján Greguš,Slovakia
16294,Robert Skov,Denmark
16298,Denis Vavro,Slovakia
16301,Nicolai Møller Boilesen,Denmark
16307,Róbert Mak,Slovakia
16308,Leandro Daniel Paredes,Argentina
16311,Evgeny Makarenko,Ukraine
16329,Bubacarr Sanneh,Gambia
16335,Samuel Chimerenka Chukwueze,Nigeria
16344,Răzvan Gabriel Marin,Romania
16346,Ngoran Suiru Fai Collins,Cameroon
16352,Issam Jebali,Tunisia
16459,Cyle Larin,Canada
16469,Tomáš Holeš,Czech Republic
16472,Lukáš Masopust,Czech Republic
16489,Nemanja Gudelj,Serbia
16502,László Kleinheisler,Hungary
16509,Viktor Tsygankov,Ukraine
16510,Benjamin Verbič,Slovenia
16514,Serhii Sydorchuk,Ukraine
16527,Mislav Oršić,Croatia
16528,Petar Stojanović,Slovenia
16531,Dominik Livaković,Croatia
16532,Daniel Olmo Carvajal,Spain
16535,Eljif Elmas,North Macedonia
16546,Joseph Paintsil,Ghana
16548,Mbwana Ally Samatta,Tanzania
16550,Jere Juhani Uronen,Finland
16554,Joakim Mæhle,Denmark
16557,Ruslan Malinovskiy,Ukraine
16559,Leandro Trossard,Belgium
16570,Vladimír Coufal,Czech Republic
16583,Georgiy Dzhikiya,Russia
16607,Assan Ceesay,Gambia
16629,Ivan Trichkovski,North Macedonia
16637,Cristian Jesús Martínez,Panama
16740,Boban Nikolov,North Macedonia
16741,Loïc Négo,Hungary
16768,Michael Hector,Jamaica
16811,Marlos Romero Bonfim,Ukraine
16879,Dávid Hancko,Slovakia
16931,Lewis Morgan,Scotland
17033,Mohammed Kudus,Ghana
17042,Andreas Skov Olsen,Denmark
17043,Victor Nelsson,Denmark
17592,William Saliba,France
17618,Carlos Akapo Martínez,Equatorial Guinea
17620,Marc Cucurella Saseta,Spain
17974,Gregor Kobel,Switzerland
18015,Dušan Vlahović,Serbia
18163,Moses Daddy-Ajala Simon,Nigeria
18242,Tim Ream,United States
18244,Grady Diangana,Congo DR
18360,Rafael Alexandre Conceição Leão,Portugal
18395,Vinícius José Paixão de Oliveira Júnior,Brazil
18516,Habibou Mouhamadou Diallo,Senegal
18617,Mykola Matvienko,Ukraine
18618,Serhiy Kryvtsov,Ukraine
18639,Mathieu Choiniere,Canada
18651,Carlos Manuel Cardoso Mané,Guinea-Bissau
18722,Mathias Jensen,Denmark
18723,Yunus Akgün,Turkey
18724,Sofiane Feghouli,Algeria
18734,Rifat Zhemaletdinov,Russia
18735,Dmitriy Barinov,Russia
18737,Srđan Babić,Serbia
18762,Sasa Kalajdzic,Austria
18783,Omenuke Mfulu,Congo DR
18797,Ryan Porteous,Scotland
18855,Jhon Janer Lucumí Bonilla,Colombia
18874,Mauricio Aníbal Isla Isla,Chile
18879,Arijan Ademi,North Macedonia
18881,Artem Besedin,Ukraine
18927,Jakub Świerczok,Poland
19101,Ariel Lassiter,Costa Rica
19316,Roland Sallai,Hungary
19426,Tarryn Allarakhia,Tanzania
19597,Marcos Javier Acuña,Argentina
19677,Karim Benzema,France
19988,Jimmy Durmaz,Sweden
20002,Jakub Hromada,Slovakia
20004,Paul Pogba,France
20005,Toby Alderweireld,Belgium
20016,Kléper Laveran Lima Ferreira,Portugal
20033,Luuk de Jong,Netherlands
20037,Julian Baumgartlinger,Austria
20043,Norbert Gyömbér,Slovakia
20201,Maarten Stekelenburg,Netherlands
20355,Tomáš Pekhart,Czech Republic
20572,Cristian Gabriel Romero,Argentina
20600,Vanja Milinković Savić,Serbia
20611,Boulaye Dia,Senegal
20687,Nicolás Iván González,Argentina
20750,Cody Mathès Gakpo,Netherlands
20758,Krépin Diatta,Senegal
20827,Vitalii Mykolenko,Ukraine
20840,Zinho Gano,Guinea-Bissau
20841,Jakub Piotrowski,Poland
20845,Magomed Ozdoev,Russia
20871,Pierre Bengtsson,Sweden
21026,Pape Gueye,Senegal
21081,Juan Marcos Foyth,Argentina
21131,John Yeboah Zamora,Ecuador
21173,Laros Duarte,Cape Verde Islands
21201,Ethan Horvath,United States
21209,Dominik Szoboszlai,Hungary
21214,Ilias Chair,Morocco
21226,Tomáš Chorý,Czech Republic
21261,Jonas Older Wind,Denmark
21271,Dorukhan Toköz,Turkey
21294,Mykola Shaparenko,Ukraine
21298,Matvey Safonov,Russia
21315,Bruno Miranda Villagomez,Bolivia
21390,Andriy Lunin,Ukraine
21397,Stole Dimitrievski,North Macedonia
21442,Leo Onni Artturi Väisänen,Finland
21532,Daniel Bachmann,Austria
21547,Noa Lang,Netherlands
21567,İbrahim Halil Dervişoğlu,Turkey
21582,Tijjani Reijnders,Netherlands
21633,Joey Veerman,Netherlands
21736,Zakaria Aboukhlal,Morocco
21809,Jurriën David Norman Timber,Netherlands
21879,Kenneth Taylor,Netherlands
21881,Sergino Dest,United States
22008,Haji Wright,United States
22026,Michal Sadílek,Czech Republic
22041,Marko Livaja,Croatia
22067,Woo-Yeong Jeong,South Korea
22074,Joseff Morrell,Wales
22084,Bukayo Saka,England
22097,Randal Kolo Muani,France
22128,Robin Aime Robert Le Normand,Spain
22168,Joshua Sargent,United States
22212,Orkun Kökçü,Turkey
22242,Heorhii Tsitaishvili,Georgia
22243,Heorhii Bushchan,Ukraine
22256,Roderick Alonso Miller Molina,Panama
22274,Bruno Lourenço Pinto de Almeida Paz,Angola
22293,Harry Souttar,Australia
22308,Anthony Ralston,Scotland
22352,Lutsharel Geertruida,Netherlands
22371,Bailey Wright,Australia
22379,Angus Gunn,Scotland
22433,Jesus Ferreira,United States
22565,Szabolcs Schön,Hungary
22600,Lucas Tolentino Coelho de Lima,Brazil
22740,Kang-In Lee,South Korea
22818,Dejan Kulusevski,Sweden
22823,Dimitry Bertaud,Congo DR
23013,Eulânio Ângelo Chipela Gomes,Guinea-Bissau
23203,Stopilla Sunzu,Zambia
23230,Ryan Gravenberch,Netherlands
23256,Pedro Lomba Neto,Portugal
23260,Emmanuel Justine Rabby Banda,Zambia
23264,Seung-Ho Paik,South Korea
23301,Kenny Rocha Santos,Cape Verde Islands
23307,Idrissa Doumbia,Côte d'Ivoire
23331,Boubakar Kouyate,Mali
23363,Liam Millar,Canada
23420,Lubambo Musonda,Zambia
23444,Kristoffer Olsson,Sweden
23452,Alex Král,Czech Republic
23454,Petr Ševčík,Czech Republic
23527,Junya Ito,Japan
23538,Sadegh Moharrami,Iran
23558,Merih Demiral,Turkey
23559,José Ndong Machín Dicombo,Equatorial Guinea
23614,Chris Führich,Germany
23615,Gideon Mensah,Ghana
23623,Sekou Koita,Mali
23640,Jonathan David,Canada
23646,Giorgi Chakvetadze,Georgia
23649,Roman Yaremchuk,Ukraine
23650,Jeremy Doku,Belgium
23706,Alfons Amade,Mozambique
23708,Fashion Sakala,Zambia
23721,Wataru Endo,Japan
23725,Roman Bezus,Ukraine
23730,Takehiro Tomiyasu,Japan
23749,Marcos Johan López Lanfranco,Peru
23758,Maxime Crépeau,Canada
23760,Derek Cornelius,Canada
23763,In-Beom Hwang,South Korea
23774,Selim Amallah,Morocco
23785,Théo Bongonda Mbul'Ofeko Batombo,Congo DR
23789,Jordan Morris,United States
23828,Kamal Miller,Canada
23830,Jhegson Sebastián Méndez Carabalí,Ecuador
23873,Núrio Domingos Matias Fortuna,Angola
23874,Ali Gholizadeh,Iran
23892,Aboubakary Koita,Mauritania
23910,Youssef Msakni,Tunisia
23957,Jean Thierry Lazare Amani,Côte d'Ivoire
23983,Jérémy Bela,Angola
23987,Rey Manaj,Albania
23999,Ibrahim Blati Touré,Burkina Faso
24024,Tajon Buchanan,Canada
24085,Pervis Josué Estupiñán Tenorio,Ecuador
24087,Iddrisu Baba Mohammed,Ghana
24105,Dylan Batubinsika,Congo DR
24109,Žan Celar,Slovenia
24118,Nico Schlotterbeck,Germany
24168,Alexander David González Sibulo,Venezuela
24243,Brenden Aaronson,United States
24284,Giorgi Kvilitaia,Georgia
24303,Joni Ensio Kauko,Finland
24321,Robin Lod,Finland
24411,Adama Guira,Burkina Faso
24438,Ylber Ramadani,Albania
24443,Mikkel Damsgaard,Denmark
24455,Paulus Arajuuri,Finland
24467,Frank Onyeka,Nigeria
24475,Awer Denis Bul Mabil,Australia
24478,Paul Onuachu,Nigeria
24547,Alexander Hartmann Bah,Denmark
24648,Tim Sparv,Finland
24670,Joseph Fabrice Ondoa Ebogo,Cameroon
24730,Lucas René Olaza Catrofe,Uruguay
24778,Eduardo Camavinga,France
24806,Mohamed Camara,Mali
24826,Simon Bokote Banza,Congo DR
24861,Andrei Florin Ratiu,Romania
24909,Moreto Moro Cassamã,Guinea-Bissau
24921,Martín Zubimendi Ibáñez,Spain
24977,Christoph Baumgartner,Austria
25036,Otar Kakabadze,Georgia
25048,Giacomo Raspadori,Italy
25056,Marcelo Amado Djaló Taritolay,Guinea-Bissau
25078,Thelonius Bair,Canada
25079,Artem Dovbyk,Ukraine
25101,Weverton Pereira da Silva,Brazil
25104,Rodrygo Silva de Goes,Brazil
25115,Yeferson Julio Soteldo Martínez,Venezuela
25142,Bruno Guimarães Rodriguez Moura,Brazil
25154,Éverton Augusto de Barros Ribeiro,Brazil
25305,Pedro Guilherme Abreu dos Santos,Brazil
25363,Antony Matheus dos Santos,Brazil
