50/50,Bad Behaviour,Ball Receipt*,Ball Recovery,Block,Carry,Clearance,Dispossessed,Dribble,Dribbled Past,Duel,Error,Foul Committed,Foul Won,Goal Keeper,Interception,Miscontrol,Offside,Own Goal Against,Pass,Player Off,Player On,Pressure,Shield,Shot,player_id,player_name,team_name
0.0,0.0,211,6,7,183,2,1,1,4,13,0.0,0,8,0,7,6,0.0,0.0,238,0.0,0.0,42,0.0,3,5191,Mohammed Al Burayk,Saudi Arabia
1.0,0.0,58,5,3,54,0,2,3,1,1,0.0,0,1,0,1,2,0.0,0.0,60,0.0,0.0,15,0.0,0,5192,Yehya Sulaiman Ali Al-Shehri,Saudi Arabia
0.0,0.0,65,6,5,61,6,1,1,2,6,0.0,3,1,0,1,1,0.0,0.0,106,0.0,0.0,20,0.0,2,5193,Yuri Zhirkov,Russia
0.0,0.0,135,7,6,74,0,15,9,0,10,0.0,4,2,0,0,10,0.0,0.0,72,0.0,0.0,50,0.0,4,5194,Fyodor Smolov,Russia
0.0,0.0,235,10,6,81,6,6,8,4,16,0.0,15,13,0,1,15,0.0,0.0,108,0.0,0.0,88,0.0,8,5195,Artem Dzyuba,Russia
0.0,0.0,38,4,0,13,0,1,2,1,4,0.0,2,1,0,0,6,0.0,0.0,14,0.0,0.0,26,0.0,1,5196,Mohammad Ibrahim Al Sahlawi,Saudi Arabia
0.0,0.0,46,5,0,48,3,0,1,0,2,0.0,1,2,0,0,0,0.0,0.0,58,0.0,0.0,5,0.0,0,5197,Omar Ibrahim Omar Othman Hawsawi,Saudi Arabia
0.0,0.0,147,8,3,67,4,8,5,3,7,0.0,3,1,0,0,11,0.0,0.0,64,0.0,0.0,66,0.0,11,5198,Diego da Silva Costa,Spain
0.0,0.0,257,7,4,217,3,1,2,3,4,0.0,0,1,0,2,2,0.0,0.0,270,0.0,0.0,53,0.0,2,5199,Jorge Resurrección Merodio,Spain
0.0,0.0,51,2,1,38,0,0,4,2,2,0.0,3,3,0,2,3,0.0,0.0,42,0.0,0.0,26,0.0,0,5200,Lucas Vázquez Iglesias,Spain
0.0,0.0,432,19,2,390,5,0,0,3,19,0.0,5,4,0,1,1,0.0,0.0,496,0.0,0.0,29,2.0,5,5201,Sergio Ramos García,Spain
0.0,0.0,96,2,1,84,1,0,5,1,6,0.0,4,2,0,3,0,0.0,0.0,110,0.0,0.0,21,0.0,1,5202,José Ignacio Fernández Iglesias,Spain
1.0,0.0,269,20,6,229,0,3,3,2,13,0.0,5,14,0,7,2,0.0,0.0,312,0.0,0.0,54,0.0,5,5203,Sergio Busquets i Burgos,Spain
0.0,0.0,46,4,3,31,0,4,0,2,2,0.0,1,1,0,3,1,0.0,0.0,34,0.0,0.0,31,0.0,3,5204,Bruno Miguel Borges Fernandes,Portugal
0.0,0.0,37,16,0,45,0,0,0,0,0,0.0,0,1,51,0,0,0.0,0.0,77,0.0,0.0,0,0.0,1,5205,Rui Pedro dos Santos Patrício,Portugal
0.0,1.0,212,9,3,127,4,8,14,1,3,0.0,1,14,0,0,10,0.0,0.0,113,0.0,0.0,31,0.0,22,5207,Cristiano Ronaldo dos Santos Aveiro,Portugal
0.0,0.0,117,4,0,103,0,0,6,1,3,0.0,1,3,0,1,0,0.0,0.0,118,0.0,0.0,11,0.0,2,5208,Thiago Alcântara do Nascimento,Spain
1.0,0.0,196,13,12,176,5,0,11,4,8,0.0,6,5,0,4,4,0.0,0.0,252,0.0,0.0,56,0.0,4,5209,Raphaël Adelino José Guerreiro,Portugal
1.0,0.0,382,17,8,314,2,1,5,5,7,0.0,2,3,0,5,4,1.0,0.0,414,0.0,0.0,63,0.0,2,5211,Jordi Alba Ramos,Spain
0.0,0.0,290,25,5,286,8,0,0,2,9,0.0,4,2,0,2,2,0.0,0.0,354,1.0,1.0,20,0.0,9,5213,Gerard Piqué Bernabéu,Spain
0.0,0.0,213,27,3,197,3,4,2,5,3,0.0,6,4,0,2,0,0.0,0.0,251,0.0,0.0,69,0.0,1,5214,William Silva de Carvalho,Portugal
0.0,0.0,68,8,1,71,0,4,9,2,2,0.0,3,2,0,1,4,0.0,0.0,66,0.0,0.0,20,0.0,5,5215,Ricardo Andrade Quaresma Bernardo,Portugal
1.0,0.0,294,6,0,239,1,2,11,4,0,0.0,3,4,0,2,4,0.0,0.0,285,0.0,0.0,55,0.0,6,5216,Andrés Iniesta Luján,Spain
0.0,0.0,45,5,1,24,1,2,0,0,2,0.0,1,0,0,0,1,0.0,0.0,28,0.0,0.0,16,0.0,5,5217,Iago Aspas Juncal,Spain
0.0,0.0,60,4,1,32,1,2,3,1,1,0.0,0,2,0,0,2,0.0,0.0,31,0.0,0.0,36,0.0,2,5218,André Miguel Valente Silva,Portugal
0.0,0.0,69,9,7,67,10,0,0,0,4,0.0,2,1,0,3,0,0.0,0.0,93,0.0,0.0,12,0.0,1,5219,Romain Saïss,Morocco
0.0,0.0,38,6,6,35,8,0,0,4,5,0.0,0,2,0,2,1,0.0,0.0,62,0.0,0.0,8,0.0,0,5220,Morteza Pouraliganji,Iran
0.0,0.0,53,8,5,53,7,0,0,2,2,0.0,2,1,0,3,0,0.0,0.0,82,0.0,0.0,11,0.0,2,5221,Manuel Marouan da Costa Trinidade,Morocco
0.0,0.0,12,4,2,13,3,1,0,1,1,1.0,0,0,0,1,0,0.0,0.0,15,0.0,0.0,6,0.0,1,5222,Roozbeh Cheshmi,Iran
0.0,0.0,8,0,0,2,1,0,0,0,1,1.0,1,1,0,0,1,0.0,1.0,3,0.0,0.0,4,0.0,0,5223,Aziz Bouhaddouz,Morocco
0.0,1.0,146,5,4,42,5,3,3,1,9,1.0,5,3,0,2,10,0.0,0.0,58,0.0,0.0,57,0.0,5,5224,Sardar Azmoun,Iran
0.0,0.0,47,17,4,52,5,0,1,6,6,1.0,5,1,0,4,2,0.0,0.0,72,1.0,1.0,102,0.0,1,5225,Omid Ebrahimi,Iran
0.0,0.0,64,9,8,40,3,1,4,4,6,0.0,4,5,0,8,2,0.0,0.0,44,0.0,0.0,63,0.0,3,5226,Mehdi Taremi,Iran
0.0,0.0,14,9,0,21,0,0,0,0,0,0.0,0,1,57,0,0,0.0,0.0,61,0.0,0.0,0,0.0,0,5227,Alireza Safar Beiranvand,Iran
0.0,0.0,26,5,5,24,4,0,0,0,0,0.0,1,1,0,0,0,0.0,0.0,40,0.0,0.0,1,0.0,0,5228,Seyed Majid Hosseini,Iran
0.0,0.0,33,1,0,5,1,0,2,0,2,0.0,2,1,0,0,1,0.0,0.0,12,0.0,0.0,19,0.0,1,5229,Ayoub El Kaabi,Morocco
0.0,0.0,38,11,4,43,2,0,4,2,5,0.0,0,6,0,1,1,0.0,0.0,76,0.0,0.0,25,0.0,2,5230,Ehsan Hajsafi,Iran
0.0,0.0,51,4,2,30,1,1,3,5,7,0.0,4,3,0,4,3,0.0,0.0,36,0.0,0.0,49,0.0,3,5231,Karim Ansarifard,Iran
1.0,1.0,143,10,4,103,2,2,1,4,11,0.0,5,8,0,4,2,0.0,0.0,131,0.0,0.0,62,0.0,2,5232,Mbark Boussoufa,Morocco
0.0,1.0,30,6,0,26,0,0,0,0,0,0.0,0,1,42,0,0,0.0,0.0,57,0.0,0.0,0,0.0,0,5233,Munir Mohand Mohamedi,Morocco
0.0,0.0,3,0,0,3,0,0,0,0,0,0.0,2,0,0,0,1,0.0,0.0,6,0.0,0.0,4,0.0,0,5234,Sofyan Amrabat,Morocco
0.0,0.0,42,21,3,52,5,0,1,4,8,0.0,4,3,0,1,1,0.0,0.0,101,0.0,0.0,38,0.0,1,5235,Ramin Rezaeian,Iran
0.0,0.0,71,17,2,69,3,0,2,2,9,0.0,6,1,0,4,1,0.0,0.0,113,0.0,0.0,77,1.0,1,5236,Karim El Ahmadi Al Aroos,Morocco
1.0,0.0,144,14,8,118,0,4,17,3,5,0.0,8,4,0,7,4,0.0,0.0,130,0.0,0.0,76,0.0,9,5237,Hakim Ziyech,Morocco
0.0,0.0,17,9,0,18,0,2,3,4,2,0.0,4,1,0,2,1,0.0,0.0,15,0.0,0.0,29,0.0,0,5238,Masoud Shojaei Soleimani,Iran
0.0,0.0,62,10,2,40,0,1,6,7,10,0.0,5,4,0,2,2,0.0,0.0,49,0.0,0.0,47,0.0,2,5239,Alireza Jahanbakhsh,Iran
0.0,0.0,14,0,1,6,0,0,0,0,0,0.0,4,1,0,0,0,0.0,0.0,5,0.0,0.0,11,0.0,2,5240,Saman Ghoddos,Iran
0.0,0.0,60,15,6,50,0,0,6,5,9,0.0,6,7,0,5,5,0.0,0.0,71,0.0,0.0,121,1.0,2,5241,Vahid Amiri,Iran
0.0,0.0,112,9,5,87,3,3,5,6,5,0.0,4,6,0,1,4,0.0,0.0,113,0.0,0.0,49,0.0,6,5242,Younès Belhanda,Morocco
0.0,0.0,48,2,1,39,0,3,13,1,0,0.0,1,2,0,0,0,0.0,0.0,30,0.0,0.0,14,0.0,3,5243,Amine Harit,Morocco
0.0,0.0,93,12,4,95,4,0,1,0,0,0.0,5,2,0,1,2,0.0,0.0,127,0.0,0.0,8,0.0,5,5244,Medhi Amine El Mouttaqi Benatia,Morocco
0.0,1.0,104,14,1,101,7,4,7,3,8,0.0,2,0,0,1,3,0.0,0.0,122,0.0,0.0,47,2.0,1,5245,Achraf Hakimi Mouh,Morocco
0.0,0.0,260,22,6,122,5,11,14,2,1,0.0,4,13,0,4,14,0.0,0.0,139,0.0,0.0,62,0.0,14,5246,Luis Alberto Suárez Díaz,Uruguay
0.0,0.0,144,16,6,115,2,2,7,6,13,0.0,7,8,0,0,7,0.0,0.0,133,0.0,0.0,94,0.0,1,5247,Nahitan Michel Nández Acosta,Uruguay
0.0,0.0,183,23,7,169,5,2,6,3,12,0.0,5,2,0,5,5,0.0,0.0,257,0.0,0.0,40,0.0,7,5248,José Martín Cáceres Silva,Uruguay
0.0,0.0,163,18,8,169,16,1,3,5,18,0.0,4,7,0,11,1,1.0,0.0,224,0.0,0.0,33,2.0,3,5249,Diego Roberto Godín Leal,Uruguay
0.0,0.0,116,8,12,102,4,0,1,11,18,0.0,9,1,0,5,2,0.0,1.0,168,0.0,0.0,61,1.0,1,5250,Ahmed Fathy Abdel Meneim Ibrahim,Egypt
0.0,0.0,166,8,3,88,1,1,0,5,8,0.0,1,1,0,2,5,0.0,0.0,147,1.0,1.0,64,0.0,2,5251,Abdalla Mahmoud El Said Bekhit,Egypt
0.0,0.0,98,8,3,33,5,3,2,1,17,0.0,4,3,0,1,6,0.0,0.0,54,0.0,0.0,45,0.0,6,5252,Marwan Mohsen,Egypt
1.0,0.0,79,9,4,62,1,1,3,1,5,0.0,1,6,0,4,2,0.0,0.0,67,0.0,0.0,26,1.0,2,5253,Amr Medhat Warda,Egypt
0.0,0.0,62,5,2,52,15,0,0,1,5,0.0,3,1,0,1,1,0.0,0.0,82,0.0,0.0,12,0.0,1,5254,Ali Gabr,Egypt
1.0,0.0,219,31,8,211,1,3,2,9,15,0.0,10,5,0,5,3,0.0,0.0,266,0.0,0.0,90,0.0,4,5255,Matías Vecino Falero,Uruguay
1.0,1.0,91,14,3,61,1,4,2,2,7,0.0,2,3,0,3,5,0.0,0.0,82,0.0,0.0,38,0.0,4,5256,Cristian Gabriel Rodríguez Barrotti,Uruguay
0.0,0.0,33,1,2,18,1,2,0,0,5,0.0,2,0,0,0,0,0.0,0.0,21,0.0,0.0,11,0.0,0,5257,Mahmoud Abdul Monem Abdelhamid Soliman,Egypt
1.0,0.0,54,6,2,44,0,3,1,0,3,0.0,1,2,0,0,3,0.0,0.0,46,0.0,0.0,16,0.0,1,5258,Giorgian Daniel De Arrascaeta Benedetti,Uruguay
0.0,0.0,135,6,5,117,17,0,1,2,17,0.0,3,1,0,8,1,0.0,0.0,170,0.0,0.0,21,0.0,4,5259,José María Giménez de Vargas,Uruguay
0.0,0.0,224,26,8,215,2,7,8,8,10,0.0,11,7,0,9,5,0.0,0.0,227,0.0,0.0,135,0.0,3,5260,Rodrigo Bentancur Colmán,Uruguay
1.0,0.0,132,13,10,88,1,4,11,3,7,0.0,6,2,0,3,6,0.0,0.0,91,1.0,1.0,59,0.0,8,5261,Mahmoud Ibrahim Hassan,Egypt
0.0,0.0,102,16,3,94,1,0,0,5,9,0.0,6,5,0,3,1,0.0,0.0,142,1.0,1.0,55,0.0,2,5262,Tarek Hamed,Egypt
0.0,0.0,118,12,1,126,4,0,5,0,5,0.0,2,2,0,10,1,0.0,0.0,179,0.0,0.0,29,0.0,0,5263,Mohamed Abdul Shafy Sayed Abouezeid,Egypt
0.0,0.0,96,7,4,83,2,2,1,3,7,0.0,2,3,0,0,3,0.0,0.0,114,0.0,0.0,29,0.0,0,5264,Guillermo Varela Olivera,Uruguay
0.0,0.0,8,9,0,18,0,0,0,0,0,0.0,0,0,39,0,0,0.0,0.0,35,0.0,0.0,0,0.0,0,5265,Mohamed El Sayed Mohamed El Shenawy Gomaa,Egypt
1.0,0.0,110,20,11,114,8,4,4,8,8,0.0,4,6,0,6,1,0.0,0.0,153,1.0,1.0,84,0.0,2,5266,Lucas Torreira Di Pascua,Uruguay
0.0,0.0,42,25,0,62,0,0,1,0,0,0.0,0,1,67,0,0,0.0,0.0,106,0.0,0.0,0,0.0,0,5267,Néstor Fernando Muslera Micol,Uruguay
0.0,0.0,65,10,6,56,2,3,1,2,1,0.0,2,4,0,1,1,0.0,0.0,75,0.0,0.0,38,0.0,2,5268,Carlos Andrés Sánchez Arcosa,Uruguay
0.0,0.0,22,11,0,22,0,0,0,0,0,0.0,0,1,36,0,0,0.0,0.0,57,0.0,0.0,0,0.0,0,5454,Francis Odinaka Uzoho,Nigeria
0.0,0.0,85,5,4,73,10,0,3,1,5,0.0,2,1,0,5,0,0.0,0.0,119,0.0,0.0,22,0.0,2,5455,William Troost-Ekong,Nigeria
0.0,0.0,136,12,6,132,2,3,7,5,10,0.0,4,8,0,1,2,0.0,0.0,126,1.0,1.0,69,0.0,5,5456,Mateo Kovačić,Croatia
1.0,0.0,202,26,7,203,16,2,9,13,10,0.0,11,7,0,4,5,0.0,0.0,298,1.0,1.0,58,3.0,0,5457,Ivan Strinić,Croatia
0.0,0.0,63,4,0,30,4,0,6,1,4,0.0,5,3,0,1,8,0.0,0.0,16,0.0,0.0,20,0.0,5,5458,Odion Jude Ighalo,Nigeria
0.0,0.0,50,5,0,38,0,5,2,1,3,0.0,1,5,0,0,6,0.0,0.0,23,0.0,0.0,12,0.0,1,5459,Marko Pjaca,Croatia
0.0,0.0,201,13,0,144,3,6,10,1,3,0.0,3,4,0,2,5,0.0,0.0,143,0.0,0.0,63,0.0,12,5460,Andrej Kramarić,Croatia
0.0,0.0,304,27,7,254,12,4,4,6,11,1.0,9,8,0,11,6,0.0,0.0,374,1.0,1.0,33,0.0,5,5461,Šime Vrsaljko,Croatia
2.0,0.0,62,6,5,59,1,1,1,4,5,0.0,3,2,0,3,2,0.0,0.0,95,0.0,0.0,64,0.0,0,5462,Brian Oladapo Idowu,Nigeria
0.0,0.0,446,49,5,425,0,6,19,6,11,0.0,13,15,0,7,9,0.0,0.0,527,0.0,0.0,121,0.0,12,5463,Luka Modrić,Croatia
0.0,0.0,5,0,0,0,0,0,0,0,0,0.0,3,0,0,0,0,0.0,0.0,1,0.0,0.0,5,0.0,0,5464,Simeon Tochukwu Nwankwo,Nigeria
1.0,0.0,232,24,10,154,4,8,22,5,13,0.0,21,11,0,7,14,0.0,0.0,132,0.0,0.0,92,1.0,15,5465,Ante Rebić,Croatia
0.0,0.0,137,30,7,150,2,5,13,4,7,0.0,4,15,0,5,5,0.0,1.0,152,0.0,0.0,69,0.0,7,5466,Oghenekaro Etebo,Nigeria
0.0,0.0,98,9,3,74,5,1,1,6,6,0.0,3,1,0,7,2,0.0,0.0,131,1.0,1.0,32,0.0,3,5467,Leon Aderemi Balogun,Nigeria
0.0,1.0,229,17,8,206,26,0,0,5,9,0.0,2,2,0,8,2,0.0,0.0,317,0.0,0.0,47,0.0,4,5468,Domagoj Vida,Croatia
0.0,0.0,300,19,7,260,10,0,2,10,12,0.0,7,6,0,3,1,0.0,0.0,379,0.0,0.0,91,0.0,5,5469,Marcelo Brozović,Croatia
1.0,0.0,399,31,14,329,3,6,10,7,19,0.0,11,19,0,2,10,0.0,0.0,426,1.0,1.0,134,0.0,17,5470,Ivan Rakitić,Croatia
0.0,0.0,18,5,3,21,4,0,1,1,2,0.0,0,1,0,1,0,0.0,0.0,32,0.0,0.0,14,0.0,0,5471,Abdullahi Shehu,Nigeria
0.0,1.0,257,15,8,98,11,7,3,2,24,0.0,14,13,0,2,11,1.0,1.0,163,2.0,2.0,136,1.0,12,5472,Mario Mandžukić,Croatia
1.0,0.0,107,6,0,69,0,2,10,1,3,0.0,5,4,0,2,8,0.0,0.0,62,1.0,1.0,64,0.0,4,5473,Ahmed Musa,Nigeria
0.0,0.0,307,12,10,169,5,7,6,8,21,0.0,6,3,0,5,9,0.0,0.0,209,0.0,0.0,136,1.0,24,5474,Ivan Perišić,Croatia
0.0,0.0,140,12,2,122,1,5,5,4,8,0.0,8,2,0,3,3,0.0,0.0,155,1.0,1.0,81,0.0,0,5475,John Michael Nchekwube Obinna,Nigeria
0.0,0.0,254,17,10,229,19,3,1,4,16,0.0,9,5,0,9,4,0.0,0.0,320,0.0,0.0,78,1.0,4,5476,Benjamin Pavard,France
0.0,0.0,100,4,4,84,0,5,10,2,5,0.0,1,2,0,2,8,0.0,0.0,72,0.0,0.0,40,0.0,3,5477,Ousmane Dembélé,France
0.0,0.0,152,9,7,145,13,2,1,3,7,2.0,0,3,0,4,0,0.0,0.0,191,0.0,0.0,25,0.0,3,5478,Trent Sainsbury,Australia
0.0,0.0,149,18,6,151,3,3,6,2,6,0.0,4,3,0,2,3,0.0,1.0,180,0.0,0.0,48,0.0,2,5479,Aziz Eraltay Behich,Australia
1.0,0.0,122,15,7,118,3,1,3,4,9,0.0,3,6,0,5,0,0.0,0.0,135,0.0,0.0,55,0.0,2,5480,Corentin Tolisso,France
0.0,0.0,136,8,12,83,6,14,8,5,6,0.0,8,5,0,3,3,0.0,0.0,83,0.0,0.0,73,0.0,9,5481,Mathew Leckie,Australia
0.0,0.0,126,9,6,103,5,2,6,12,13,0.0,4,1,0,2,3,0.0,0.0,154,0.0,0.0,72,0.0,1,5482,Josh Risdon,Australia
0.0,0.0,34,6,1,31,0,6,3,0,0,0.0,1,1,0,0,2,0.0,0.0,23,0.0,0.0,16,0.0,2,5483,Daniel Arzani,Australia
0.0,0.0,213,22,13,213,12,10,12,9,15,0.0,9,16,0,7,4,0.0,0.0,276,0.0,0.0,127,2.0,5,5484,Lucas Hernández Pi,France
0.0,0.0,230,33,9,243,25,2,2,2,9,0.0,3,3,0,5,0,0.0,0.0,339,0.0,0.0,34,2.0,4,5485,Raphaël Varane,France
1.0,0.0,57,0,0,17,0,3,2,2,1,0.0,1,2,0,0,4,0.0,0.0,20,0.0,0.0,36,0.0,0,5486,Andrew Nabbout,Australia
2.0,0.0,298,26,6,218,3,7,14,8,14,0.0,6,11,0,2,13,0.0,0.0,248,0.0,0.0,172,0.0,21,5487,Antoine Griezmann,France
0.0,0.0,211,7,2,208,8,0,0,0,8,0.0,3,0,0,5,0,0.0,0.0,249,0.0,0.0,13,0.0,0,5488,Mark Milligan,Australia
0.0,0.0,140,8,7,102,1,2,1,2,9,0.0,6,2,0,1,1,0.0,0.0,173,0.0,0.0,55,0.0,6,5489,Mile Jedinak,Australia
0.0,0.0,22,4,2,12,0,0,0,1,3,0.0,0,1,0,2,1,0.0,0.0,15,0.0,0.0,20,0.0,0,5490,Jackson Irvine,Australia
0.0,0.0,86,12,1,75,1,10,9,0,0,0.0,3,5,0,2,4,0.0,0.0,64,0.0,0.0,45,0.0,5,5491,Tom Rogić,Australia
0.0,0.0,148,17,7,158,25,1,2,2,5,0.0,7,7,0,7,0,0.0,0.0,214,2.0,2.0,34,0.0,2,5492,Samuel Yves Umtiti,France
0.0,0.0,36,5,1,18,1,3,1,0,1,0.0,0,1,0,0,6,0.0,0.0,18,0.0,0.0,16,0.0,0,5493,Tomi Jurić,Australia
0.0,0.0,79,4,7,47,0,3,0,3,8,0.0,3,7,0,0,3,0.0,0.0,56,0.0,0.0,46,0.0,1,5494,Robbie Kruse,Australia
0.0,0.0,44,5,1,33,1,3,0,0,5,0.0,3,4,0,1,2,0.0,0.0,34,0.0,0.0,23,0.0,1,5495,Rúrik Gíslason,Iceland
0.0,0.0,92,7,2,68,0,3,6,0,4,0.0,1,0,0,0,5,0.0,0.0,72,0.0,0.0,21,0.0,1,5496,Cristian David Pavón,Argentina
1.0,0.0,77,6,2,35,1,1,1,2,4,0.0,2,2,0,0,6,0.0,0.0,37,0.0,0.0,23,0.0,3,5497,Gonzalo Gerardo Higuaín,Argentina
0.0,0.0,24,10,0,32,0,0,0,1,0,0.0,0,1,65,0,0,0.0,0.0,68,0.0,0.0,0,0.0,0,5498,Hannes Þór Halldórsson,Iceland
1.0,0.0,125,11,3,106,1,2,10,4,5,0.0,5,5,0,2,4,0.0,0.0,116,0.0,0.0,67,0.0,3,5499,Maximiliano Eduardo Meza,Argentina
0.0,0.0,24,2,0,12,0,1,1,0,2,0.0,1,0,0,0,1,0.0,0.0,15,0.0,0.0,16,0.0,0,5500,Björn Bergmann Sigurðarson,Iceland
0.0,0.0,71,7,8,50,9,3,2,3,10,0.0,4,0,0,3,1,0.0,0.0,96,0.0,0.0,41,0.0,2,5501,Hörður Björgvin Magnússon,Iceland
0.0,0.0,9,1,1,6,0,1,1,0,1,0.0,0,0,0,0,0,0.0,0.0,7,0.0,0.0,9,0.0,0,5502,Ari Freyr Skúlason,Iceland
1.0,1.0,280,22,7,251,0,16,28,1,8,0.0,5,18,0,0,7,0.0,0.0,202,0.0,0.0,66,0.0,18,5503,Lionel Andrés Messi Cuccittini,Argentina
1.0,1.0,198,16,1,193,1,5,7,3,9,0.0,4,4,0,3,1,0.0,0.0,211,0.0,0.0,55,0.0,3,5504,Éver Maximiliano David Banega,Argentina
0.0,0.0,40,6,4,30,8,0,0,2,13,0.0,3,1,0,1,1,0.0,0.0,50,0.0,0.0,26,0.0,0,5505,Kári Árnason,Iceland
1.0,0.0,278,17,4,263,4,0,3,10,13,0.0,17,8,0,6,2,0.0,0.0,348,0.0,0.0,86,0.0,1,5506,Javier Alejandro Mascherano,Argentina
0.0,0.0,198,18,5,178,3,1,1,5,8,0.0,7,6,0,3,1,0.0,0.0,234,0.0,0.0,61,0.0,4,5507,Nicolás Alejandro Tagliafico,Argentina
0.0,0.0,50,4,7,49,8,2,2,2,1,0.0,1,1,0,7,0,0.0,0.0,78,0.0,0.0,43,0.0,0,5508,Birkir Már Sævarsson,Iceland
1.0,0.0,78,11,3,58,2,2,2,2,9,0.0,5,5,0,5,7,0.0,0.0,64,2.0,2.0,75,0.0,7,5509,Birkir Bjarnason,Iceland
0.0,0.0,47,2,0,40,0,1,0,0,2,0.0,0,1,0,0,1,0.0,0.0,49,0.0,0.0,5,0.0,2,5510,Lucas Rodrigo Biglia,Argentina
0.0,0.0,22,6,8,24,9,0,0,1,3,0.0,2,0,0,5,0,0.0,0.0,53,1.0,1.0,29,0.0,0,5511,Ragnar Sigurðsson,Iceland
0.0,0.0,44,18,2,57,0,1,7,5,8,0.0,6,6,0,4,1,0.0,0.0,61,0.0,0.0,53,0.0,1,5512,Emil Hallfreðsson,Iceland
0.0,0.0,88,9,9,85,4,0,5,3,5,0.0,0,5,0,1,1,0.0,0.0,105,0.0,0.0,19,0.0,1,5513,Eduardo Antonio Salvio,Argentina
1.0,0.0,122,11,2,43,1,5,2,4,12,0.0,7,3,0,2,5,0.0,0.0,51,0.0,0.0,89,0.0,6,5514,Alfreð Finnbogason,Iceland
1.0,0.0,53,12,1,50,5,1,3,4,10,0.0,2,0,0,3,0,0.0,0.0,89,0.0,0.0,69,0.0,2,5515,Aron Einar Gunnarsson,Iceland
0.0,1.0,118,13,7,112,0,4,16,11,3,0.0,0,7,0,1,6,0.0,0.0,87,0.0,0.0,70,0.0,5,5516,Pione Sisto Ifolo Emirmija,Denmark
0.0,0.0,14,1,0,14,0,0,0,0,2,0.0,0,1,0,0,1,0.0,0.0,20,1.0,1.0,4,0.0,0,5517,William Vitved Kvist Jørgensen,Denmark
0.0,0.0,140,18,9,135,6,4,3,3,6,0.0,2,1,0,3,2,0.0,0.0,203,0.0,0.0,40,0.0,0,5518,Miguel Ángel Trauco Saavedra,Peru
1.0,0.0,167,18,2,135,3,4,4,1,6,0.0,0,7,0,2,11,0.0,0.0,138,0.0,0.0,59,0.0,2,5519,Christian Alberto Cueva Bravo,Peru
0.0,0.0,95,20,4,106,3,3,1,5,5,1.0,3,2,0,5,2,0.0,0.0,122,0.0,0.0,36,0.0,5,5520,Lasse Schöne,Denmark
0.0,0.0,118,12,4,125,7,2,8,0,13,0.0,2,8,0,4,3,0.0,0.0,144,0.0,0.0,46,1.0,3,5521,Luis Jan Piers Advíncula Castrillón,Peru
0.0,0.0,109,4,6,49,2,3,1,2,5,0.0,4,0,0,0,6,0.0,0.0,51,0.0,0.0,34,0.0,5,5522,Nicolai Jørgensen,Denmark
0.0,0.0,34,2,5,29,4,1,0,3,9,0.0,4,1,0,2,0,0.0,0.0,47,1.0,1.0,38,0.0,1,5523,Renato Fabrizio Tapia Cortijo,Peru
0.0,0.0,75,15,4,81,2,0,2,5,7,0.0,1,0,0,6,3,0.0,0.0,104,0.0,0.0,52,0.0,2,5524,Jens Stryger Larsen,Denmark
1.0,0.0,107,12,5,93,1,4,3,3,7,0.0,3,2,0,3,7,0.0,0.0,104,0.0,0.0,53,0.0,5,5525,Édison Michael Flores Peralta,Peru
0.0,0.0,72,14,4,79,4,1,0,5,13,0.0,5,2,0,2,1,0.0,0.0,104,0.0,0.0,42,0.0,1,5526,Pedro Jesús Aquino Sánchez,Peru
1.0,0.0,153,11,9,147,3,0,5,4,14,0.0,13,3,0,7,1,0.0,0.0,185,0.0,0.0,74,0.0,4,5527,Thomas Delaney,Denmark
0.0,0.0,15,17,0,34,0,0,0,0,0,0.0,0,1,47,0,0,0.0,0.0,68,0.0,0.0,0,0.0,0,5528,Pedro David Gallese Quiróz,Peru
0.0,0.0,118,11,0,108,0,1,1,4,4,0.0,5,5,0,2,1,0.0,0.0,144,0.0,0.0,37,0.0,3,5529,Víctor Yoshimar Yotún Flores,Peru
0.0,0.0,90,8,5,87,13,1,2,3,3,0.0,0,1,0,3,0,0.0,0.0,119,0.0,0.0,22,0.0,0,5530,Christian Guillermo Martín Ramos Garagay,Peru
0.0,0.0,63,2,0,34,3,2,2,1,5,0.0,6,7,0,0,2,0.0,0.0,33,0.0,0.0,20,0.0,4,5531,Jefferson Agustín Farfán Guadalupe,Peru
0.0,0.0,38,5,4,36,4,0,1,0,1,0.0,1,0,0,2,1,0.0,0.0,56,0.0,0.0,11,0.0,2,5532,Alberto Junior Rodríguez Valdelomar,Peru
0.0,0.0,7,0,1,3,0,0,0,0,1,0.0,1,0,0,0,0,0.0,0.0,3,0.0,0.0,1,0.0,0,5533,Raúl Mario Ruidíaz Misitich,Peru
0.0,0.0,187,4,6,185,22,0,0,3,15,0.0,3,1,0,1,0,0.0,0.0,221,0.0,0.0,22,0.0,1,5534,Simon Thorup Kjær,Denmark
0.0,1.0,121,4,2,42,3,5,3,1,13,0.0,3,1,0,0,6,1.0,0.0,48,0.0,0.0,21,0.0,9,5535,José Paolo Guerrero Gonzáles,Peru
2.0,0.0,110,14,11,92,3,6,15,6,10,0.0,9,5,0,4,10,0.0,0.0,79,0.0,0.0,81,0.0,2,5536,Yussuf Yurary Poulsen,Denmark
